patch,side,teamname,opp_teamname,ban1,ban2,ban3,ban4,ban5,pick1,pick2,pick3,pick4,pick5,year,month,day,hour,minute,league_CBLOL,league_LCK,league_LCS,league_LEC,league_MSI,league_PCS,league_VCS,league_WLDs
0.0,0.0,0.12643678160919541,0.04597701149425287,0.14634146341463417,0.10975609756097561,0.8231707317073171,0.39634146341463417,0.8902439024390244,0.04938271604938271,0.7469135802469136,0.8895705521472392,0.2345679012345679,0.656441717791411,0.0,0.0,0.3666666666666667,0.2608695652173913,0.3389830508474576,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.04597701149425287,0.12643678160919541,0.6280487804878049,0.4024390243902439,0.4085365853658537,0.29878048780487804,0.012195121951219513,0.9629629629629629,0.9382716049382716,0.3067484662576687,0.7716049382716049,0.8220858895705522,0.0,0.0,0.3666666666666667,0.2608695652173913,0.3389830508474576,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.12643678160919541,0.04597701149425287,0.14634146341463417,0.10975609756097561,0.951219512195122,0.6585365853658537,0.7621951219512195,0.04938271604938271,0.2901234567901234,0.803680981595092,0.6604938271604938,0.23312883435582823,0.0,0.0,0.3666666666666667,0.3913043478260869,0.03389830508474576,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.04597701149425287,0.12643678160919541,0.6280487804878049,0.4024390243902439,0.8231707317073171,0.8902439024390244,0.39634146341463417,0.4135802469135802,0.9382716049382716,0.012269938650306749,0.18518518518518517,0.8220858895705522,0.0,0.0,0.3666666666666667,0.3913043478260869,0.03389830508474576,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.8045977011494253,0.4942528735632184,0.4024390243902439,0.6524390243902439,0.8902439024390244,0.39634146341463417,0.23170731707317074,0.3395061728395061,0.18518518518518517,0.2883435582822086,0.22839506172839505,0.9938650306748467,0.0,0.0,0.3666666666666667,0.43478260869565216,0.11864406779661017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.4942528735632184,0.8045977011494253,0.6280487804878049,0.8231707317073171,0.8719512195121951,0.29878048780487804,1.0,0.9382716049382716,0.1111111111111111,0.44171779141104295,0.7716049382716049,0.2392638036809816,0.0,0.0,0.3666666666666667,0.43478260869565216,0.11864406779661017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.4942528735632184,0.8045977011494253,0.2682926829268293,0.8231707317073171,0.18292682926829268,0.9878048780487805,0.01829268292682927,0.4074074074074074,0.30864197530864196,0.9570552147239264,0.7716049382716049,0.23312883435582823,0.0,0.0,0.3666666666666667,0.4782608695652174,0.8305084745762712,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.8045977011494253,0.4942528735632184,0.6280487804878049,0.6524390243902439,0.43902439024390244,0.39634146341463417,0.29878048780487804,0.3395061728395061,0.1111111111111111,0.5276073619631902,0.9012345679012346,0.294478527607362,0.0,0.0,0.3666666666666667,0.4782608695652174,0.8305084745762712,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.6436781609195402,0.3793103448275862,0.951219512195122,0.3353658536585366,0.10975609756097561,0.39634146341463417,0.4085365853658537,0.4074074074074074,0.31481481481481477,0.23312883435582823,0.5185185185185185,0.0736196319018405,0.0,0.0,0.4,0.2608695652173913,0.864406779661017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.3793103448275862,0.6436781609195402,0.8231707317073171,0.6280487804878049,0.04878048780487805,0.4329268292682927,0.012195121951219513,0.9382716049382716,0.30864197530864196,0.8220858895705522,0.7716049382716049,0.6012269938650306,0.0,0.0,0.4,0.2608695652173913,0.864406779661017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.3793103448275862,0.6436781609195402,0.14634146341463417,0.28658536585365857,0.2682926829268293,0.8170731707317074,0.01829268292682927,0.3395061728395061,0.9382716049382716,0.18404907975460122,0.22839506172839505,0.8957055214723927,0.0,0.0,0.4,0.34782608695652173,0.8983050847457628,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.6436781609195402,0.3793103448275862,0.6280487804878049,0.951219512195122,0.8231707317073171,0.39634146341463417,0.23170731707317074,0.4074074074074074,0.5185185185185185,0.049079754601226995,0.30246913580246915,0.13496932515337423,0.0,0.0,0.4,0.34782608695652173,0.8983050847457628,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.6436781609195402,0.3793103448275862,0.951219512195122,0.10975609756097561,0.3353658536585366,0.4085365853658537,0.39634146341463417,0.4074074074074074,0.31481481481481477,0.23312883435582823,0.5185185185185185,0.7668711656441718,0.0,0.0,0.4,0.3913043478260869,0.847457627118644,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
